TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.jfree.data.xy.XYSeries,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8843884843581447,1089,989
org.jfree.data.xy.XYSeries,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8646700622732176,1076,960
